id,document_id,user_id,"created_at","updated_at"
497,497,121,"2017-07-13 04:35:34","2017-07-13 04:35:34"
498,498,160,"2017-07-13 15:33:41","2017-07-13 15:33:41"
499,499,29,"2017-07-13 16:06:53","2017-07-13 16:06:53"
500,500,2,"2017-07-13 16:19:04","2017-07-13 16:19:04"
501,501,4,"2017-07-13 16:33:26","2017-07-13 16:33:26"
502,502,160,"2017-07-13 16:33:56","2017-07-13 16:33:56"
503,503,4,"2017-07-13 17:19:12","2017-07-13 17:19:12"
504,504,4,"2017-07-13 18:09:09","2017-07-13 18:09:09"
505,505,4,"2017-07-13 19:08:12","2017-07-13 19:08:12"
506,506,9,"2017-07-14 15:57:39","2017-07-14 15:57:39"
507,507,9,"2017-07-14 16:08:57","2017-07-14 16:08:57"
508,508,9,"2017-07-14 16:20:46","2017-07-14 16:20:46"
509,509,30,"2017-07-16 18:47:43","2017-07-16 18:47:43"
510,510,168,"2017-07-17 19:12:20","2017-07-17 19:12:20"
511,511,3,"2017-07-17 19:12:29","2017-07-17 19:12:29"
512,512,168,"2017-07-18 14:17:46","2017-07-18 14:17:46"
513,513,168,"2017-07-18 15:00:24","2017-07-18 15:00:24"
514,514,168,"2017-07-18 15:07:29","2017-07-18 15:07:29"
515,515,1,"2017-07-19 15:32:48","2017-07-19 15:32:48"
516,516,164,"2017-07-21 19:01:49","2017-07-21 19:01:49"
517,517,77,"2017-07-23 20:05:45","2017-07-23 20:05:45"
518,518,77,"2017-07-23 20:40:55","2017-07-23 20:40:55"
519,519,145,"2017-07-24 19:45:41","2017-07-24 19:45:41"
520,520,167,"2017-07-24 20:24:05","2017-07-24 20:24:05"
521,521,26,"2017-07-25 15:49:30","2017-07-25 15:49:30"
522,522,29,"2017-07-25 22:04:47","2017-07-25 22:04:47"
523,523,171,"2017-07-31 23:55:37","2017-07-31 23:55:37"
524,524,174,"2017-08-01 23:21:25","2017-08-01 23:21:25"
525,525,145,"2017-08-02 00:29:30","2017-08-02 00:29:30"
526,526,145,"2017-08-02 01:01:37","2017-08-02 01:01:37"
527,527,145,"2017-08-02 01:05:53","2017-08-02 01:05:53"
528,528,145,"2017-08-02 01:05:54","2017-08-02 01:05:54"
529,529,145,"2017-08-02 02:24:08","2017-08-02 02:24:08"
530,530,145,"2017-08-02 02:24:08","2017-08-02 02:24:08"
531,531,30,"2017-08-02 16:54:19","2017-08-02 16:54:19"
532,532,30,"2017-08-02 19:09:56","2017-08-02 19:09:56"
533,533,156,"2017-08-03 18:30:09","2017-08-03 18:30:09"
534,534,32,"2017-08-03 20:52:42","2017-08-03 20:52:42"
535,535,175,"2017-08-03 21:08:16","2017-08-03 21:08:16"
536,536,175,"2017-08-03 21:27:27","2017-08-03 21:27:27"
537,537,4,"2017-08-04 16:43:19","2017-08-04 16:43:19"
538,538,4,"2017-08-04 17:38:18","2017-08-04 17:38:18"
539,539,175,"2017-08-04 20:40:39","2017-08-04 20:40:39"
540,540,30,"2017-08-05 01:08:05","2017-08-05 01:08:05"
541,541,30,"2017-08-07 17:30:57","2017-08-07 17:30:57"
542,542,183,"2017-08-07 19:20:36","2017-08-07 19:20:36"
543,543,183,"2017-08-07 19:40:37","2017-08-07 19:40:37"
544,544,30,"2017-08-07 19:45:08","2017-08-07 19:45:08"
545,545,4,"2017-08-08 18:21:10","2017-08-08 18:21:10"
546,546,178,"2017-08-08 19:08:37","2017-08-08 19:08:37"
547,547,134,"2017-08-10 01:28:59","2017-08-10 01:28:59"
548,548,134,"2017-08-10 01:38:47","2017-08-10 01:38:47"
549,549,32,"2017-08-10 22:49:35","2017-08-10 22:49:35"
550,550,177,"2017-08-11 00:28:18","2017-08-11 00:28:18"
551,551,77,"2017-08-11 17:28:21","2017-08-11 17:28:21"
552,552,177,"2017-08-11 17:55:25","2017-08-11 17:55:25"
553,553,186,"2017-08-14 19:47:58","2017-08-14 19:47:58"
554,554,186,"2017-08-14 19:54:19","2017-08-14 19:54:19"
555,555,30,"2017-08-14 19:59:38","2017-08-14 19:59:38"
556,556,30,"2017-08-14 20:01:41","2017-08-14 20:01:41"
557,557,30,"2017-08-14 20:07:04","2017-08-14 20:07:04"
558,558,77,"2017-08-14 21:49:11","2017-08-14 21:49:11"
559,559,185,"2017-08-14 23:26:26","2017-08-14 23:26:26"
560,560,186,"2017-08-15 02:00:35","2017-08-15 02:00:35"
561,561,16,"2017-08-15 15:21:23","2017-08-15 15:21:23"
562,562,192,"2017-08-15 18:12:06","2017-08-15 18:12:06"
563,563,192,"2017-08-15 18:13:39","2017-08-15 18:13:39"
564,564,192,"2017-08-15 18:18:26","2017-08-15 18:18:26"
565,565,7,"2017-08-15 18:24:46","2017-08-15 18:24:46"
566,566,193,"2017-08-15 21:43:37","2017-08-15 21:43:37"
567,567,30,"2017-08-16 06:03:36","2017-08-16 06:03:36"
568,568,30,"2017-08-16 06:30:26","2017-08-16 06:30:26"
569,569,3,"2017-08-17 16:14:08","2017-08-17 16:14:08"
570,570,30,"2017-08-21 23:59:49","2017-08-21 23:59:49"
571,571,2,"2017-08-22 20:59:40","2017-08-22 20:59:40"
572,572,30,"2017-08-22 22:47:50","2017-08-22 22:47:50"
573,573,55,"2017-08-22 23:22:10","2017-08-22 23:22:10"
574,574,55,"2017-08-22 23:44:30","2017-08-22 23:44:30"
575,575,9,"2017-08-23 17:38:53","2017-08-23 17:38:53"
576,576,164,"2017-08-23 19:21:13","2017-08-23 19:21:13"
577,577,171,"2017-08-23 20:34:03","2017-08-23 20:34:03"
578,578,9,"2017-08-24 16:18:51","2017-08-24 16:18:51"
579,579,9,"2017-08-24 16:26:55","2017-08-24 16:26:55"
580,580,138,"2017-08-25 18:47:42","2017-08-25 18:47:42"
581,581,138,"2017-08-25 18:49:35","2017-08-25 18:49:35"
582,582,172,"2017-08-25 19:05:06","2017-08-25 19:05:06"
583,583,138,"2017-08-25 19:20:01","2017-08-25 19:20:01"
584,584,171,"2017-08-25 20:39:47","2017-08-25 20:39:47"
585,585,171,"2017-08-25 20:45:09","2017-08-25 20:45:09"
586,586,186,"2017-08-25 22:52:54","2017-08-25 22:52:54"
587,587,196,"2017-08-28 00:03:06","2017-08-28 00:03:06"
588,588,196,"2017-08-28 16:51:15","2017-08-28 16:51:15"
589,589,197,"2017-08-28 17:40:35","2017-08-28 17:40:35"
590,590,32,"2017-08-28 23:32:00","2017-08-28 23:32:00"
591,591,196,"2017-08-29 00:15:03","2017-08-29 00:15:03"
592,592,32,"2017-08-29 01:09:02","2017-08-29 01:09:02"
593,593,186,"2017-08-29 17:35:19","2017-08-29 17:35:19"
594,594,198,"2017-08-30 04:28:00","2017-08-30 04:28:00"
595,595,88,"2017-08-30 16:18:43","2017-08-30 16:18:43"
596,596,9,"2017-08-31 17:11:00","2017-08-31 17:11:00"
597,597,2,"2017-08-31 17:13:41","2017-08-31 17:13:41"
598,598,9,"2017-08-31 17:19:08","2017-08-31 17:19:08"
599,599,9,"2017-08-31 17:20:46","2017-08-31 17:20:46"
600,600,2,"2017-08-31 17:37:01","2017-08-31 17:37:01"
601,601,198,"2017-09-01 00:23:46","2017-09-01 00:23:46"
602,602,16,"2017-09-01 17:50:28","2017-09-01 17:50:28"
603,603,29,"2017-09-05 16:48:05","2017-09-05 16:48:05"
604,604,206,"2017-09-07 20:50:49","2017-09-07 20:50:49"
605,605,178,"2017-09-08 18:08:11","2017-09-08 18:08:11"
606,606,103,"2017-09-10 00:32:48","2017-09-10 00:32:48"
607,607,103,"2017-09-10 01:25:38","2017-09-10 01:25:38"
608,608,103,"2017-09-10 01:33:34","2017-09-10 01:33:34"
609,609,103,"2017-09-11 21:33:00","2017-09-11 21:33:00"
610,610,206,"2017-09-13 23:54:19","2017-09-13 23:54:19"
611,611,16,"2017-09-14 13:12:32","2017-09-14 13:12:32"
612,612,162,"2017-09-14 15:10:45","2017-09-14 15:10:45"
613,613,162,"2017-09-14 20:45:40","2017-09-14 20:45:40"
614,614,162,"2017-09-14 21:28:30","2017-09-14 21:28:30"
615,615,145,"2017-09-15 19:17:42","2017-09-15 19:17:42"
616,616,145,"2017-09-15 19:17:43","2017-09-15 19:17:43"
617,617,185,"2017-09-18 16:53:08","2017-09-18 16:53:08"
618,618,64,"2017-09-18 19:35:35","2017-09-18 19:35:35"
619,619,4,"2017-09-19 15:38:32","2017-09-19 15:38:32"
620,620,213,"2017-09-19 15:44:40","2017-09-19 15:44:40"
621,621,198,"2017-09-20 23:07:06","2017-09-20 23:07:06"
622,622,108,"2017-09-22 17:34:01","2017-09-22 17:34:01"
623,623,213,"2017-09-22 17:39:21","2017-09-22 17:39:21"
624,624,213,"2017-09-22 17:43:47","2017-09-22 17:43:47"
625,625,87,"2017-09-22 18:22:30","2017-09-22 18:22:30"
626,626,87,"2017-09-22 21:06:13","2017-09-22 21:06:13"
627,627,87,"2017-09-25 15:21:28","2017-09-25 15:21:28"
628,628,87,"2017-09-25 15:21:29","2017-09-25 15:21:29"
629,629,213,"2017-09-25 15:58:41","2017-09-25 15:58:41"
630,630,185,"2017-09-26 16:52:01","2017-09-26 16:52:01"
631,631,184,"2017-09-27 17:31:41","2017-09-27 17:31:41"
632,632,210,"2017-09-27 18:48:56","2017-09-27 18:48:56"
633,633,119,"2017-09-30 15:10:41","2017-09-30 15:10:41"
634,634,103,"2017-10-01 22:33:29","2017-10-01 22:33:29"
635,635,29,"2017-10-02 15:57:27","2017-10-02 15:57:27"
636,636,142,"2017-10-02 18:56:14","2017-10-02 18:56:14"
637,637,29,"2017-10-02 20:26:54","2017-10-02 20:26:54"
638,638,29,"2017-10-02 20:26:54","2017-10-02 20:26:54"
639,639,88,"2017-10-03 13:55:56","2017-10-03 13:55:56"
640,640,29,"2017-10-03 16:58:18","2017-10-03 16:58:18"
641,641,15,"2017-10-04 19:34:50","2017-10-04 19:34:50"
642,642,145,"2017-10-05 00:51:50","2017-10-05 00:51:50"
643,643,145,"2017-10-05 00:51:51","2017-10-05 00:51:51"
644,644,65,"2017-10-06 17:24:38","2017-10-06 17:24:38"
645,645,16,"2017-10-06 17:27:31","2017-10-06 17:27:31"
646,646,214,"2017-10-06 18:19:44","2017-10-06 18:19:44"
647,647,229,"2017-10-06 18:55:10","2017-10-06 18:55:10"
648,648,229,"2017-10-09 17:04:29","2017-10-09 17:04:29"
649,649,229,"2017-10-09 17:05:18","2017-10-09 17:05:18"
650,650,224,"2017-10-10 18:37:23","2017-10-10 18:37:23"
651,651,224,"2017-10-10 19:03:31","2017-10-10 19:03:31"
652,652,224,"2017-10-10 19:11:04","2017-10-10 19:11:04"
653,653,224,"2017-10-10 19:30:21","2017-10-10 19:30:21"
654,654,224,"2017-10-10 19:44:16","2017-10-10 19:44:16"
655,655,224,"2017-10-10 19:53:53","2017-10-10 19:53:53"
656,656,108,"2017-10-11 20:03:15","2017-10-11 20:03:15"
657,657,172,"2017-10-11 20:18:33","2017-10-11 20:18:33"
658,658,178,"2017-10-12 18:10:30","2017-10-12 18:10:30"
659,659,178,"2017-10-12 18:42:15","2017-10-12 18:42:15"
660,660,213,"2017-10-13 22:23:06","2017-10-13 22:23:06"
661,661,233,"2017-10-17 16:37:04","2017-10-17 16:37:04"
662,662,16,"2017-10-18 02:18:17","2017-10-18 02:18:17"
663,663,138,"2017-10-18 20:11:44","2017-10-18 20:11:44"
664,664,237,"2017-10-19 16:37:22","2017-10-19 16:37:22"
665,665,237,"2017-10-19 16:42:15","2017-10-19 16:42:15"
666,666,195,"2017-10-20 19:11:45","2017-10-20 19:11:45"
667,667,55,"2017-10-21 19:54:27","2017-10-21 19:54:27"
668,668,239,"2017-10-23 17:35:31","2017-10-23 17:35:31"
669,669,101,"2017-10-24 16:47:13","2017-10-24 16:47:13"
670,670,101,"2017-10-24 18:43:17","2017-10-24 18:43:17"
671,671,101,"2017-10-24 18:43:17","2017-10-24 18:43:17"
672,672,101,"2017-10-24 18:45:28","2017-10-24 18:45:28"
673,673,101,"2017-10-24 18:45:28","2017-10-24 18:45:28"
674,674,101,"2017-10-24 20:06:34","2017-10-24 20:06:34"
675,675,101,"2017-10-24 20:06:34","2017-10-24 20:06:34"
676,676,101,"2017-10-24 20:06:49","2017-10-24 20:06:49"
677,677,101,"2017-10-24 20:06:49","2017-10-24 20:06:49"
678,678,101,"2017-10-24 20:16:07","2017-10-24 20:16:07"
679,679,101,"2017-10-24 20:16:07","2017-10-24 20:16:07"
680,680,101,"2017-10-24 20:16:19","2017-10-24 20:16:19"
681,681,101,"2017-10-24 20:16:20","2017-10-24 20:16:20"
682,682,101,"2017-10-24 20:20:17","2017-10-24 20:20:17"
683,683,101,"2017-10-24 20:20:18","2017-10-24 20:20:18"
684,684,101,"2017-10-24 20:22:04","2017-10-24 20:22:04"
685,685,101,"2017-10-24 20:22:04","2017-10-24 20:22:04"
686,686,101,"2017-10-24 20:26:22","2017-10-24 20:26:22"
687,687,101,"2017-10-24 20:26:22","2017-10-24 20:26:22"
688,688,101,"2017-10-24 20:28:29","2017-10-24 20:28:29"
689,689,101,"2017-10-24 20:28:30","2017-10-24 20:28:30"
690,690,101,"2017-10-24 20:30:08","2017-10-24 20:30:08"
691,691,101,"2017-10-24 20:30:08","2017-10-24 20:30:08"
692,692,101,"2017-10-25 15:25:57","2017-10-25 15:25:57"
693,693,101,"2017-10-25 15:25:57","2017-10-25 15:25:57"
694,694,101,"2017-10-25 15:43:20","2017-10-25 15:43:20"
695,695,101,"2017-10-25 15:43:21","2017-10-25 15:43:21"
696,696,101,"2017-10-25 15:47:17","2017-10-25 15:47:17"
697,697,101,"2017-10-25 15:47:17","2017-10-25 15:47:17"
698,698,29,"2017-10-25 20:29:05","2017-10-25 20:29:05"
699,699,29,"2017-10-25 20:51:09","2017-10-25 20:51:09"
700,700,145,"2017-10-28 00:45:24","2017-10-28 00:45:24"
701,701,145,"2017-10-28 00:45:25","2017-10-28 00:45:25"
702,702,235,"2017-10-30 23:11:42","2017-10-30 23:11:42"
703,703,101,"2017-10-31 16:01:23","2017-10-31 16:01:23"
704,704,101,"2017-10-31 16:01:23","2017-10-31 16:01:23"
705,705,101,"2017-10-31 17:06:01","2017-10-31 17:06:01"
706,706,101,"2017-10-31 17:06:01","2017-10-31 17:06:01"
707,707,101,"2017-11-01 13:04:12","2017-11-01 13:04:12"
708,708,101,"2017-11-01 13:04:12","2017-11-01 13:04:12"
709,709,101,"2017-11-01 13:06:16","2017-11-01 13:06:16"
710,710,101,"2017-11-01 13:06:16","2017-11-01 13:06:16"
711,711,101,"2017-11-01 21:17:51","2017-11-01 21:17:51"
712,712,101,"2017-11-01 21:22:17","2017-11-01 21:22:17"
713,713,101,"2017-11-01 21:22:17","2017-11-01 21:22:17"
714,714,70,"2017-11-03 20:36:11","2017-11-03 20:36:11"
715,715,246,"2017-11-08 18:58:41","2017-11-08 18:58:41"
716,716,148,"2017-11-08 23:46:24","2017-11-08 23:46:24"
717,717,148,"2017-11-09 00:45:46","2017-11-09 00:45:46"
718,718,148,"2017-11-09 02:08:19","2017-11-09 02:08:19"
719,719,148,"2017-11-09 02:19:27","2017-11-09 02:19:27"
720,720,70,"2017-11-09 22:14:48","2017-11-09 22:14:48"
721,721,31,"2017-11-11 21:08:17","2017-11-11 21:08:17"
722,722,221,"2017-11-13 21:49:35","2017-11-13 21:49:35"
723,723,221,"2017-11-13 21:53:21","2017-11-13 21:53:21"
724,724,221,"2017-11-13 21:53:22","2017-11-13 21:53:22"
725,725,221,"2017-11-13 21:59:57","2017-11-13 21:59:57"
726,726,221,"2017-11-13 22:23:00","2017-11-13 22:23:00"
727,727,221,"2017-11-13 22:24:54","2017-11-13 22:24:54"
728,728,206,"2017-11-14 00:35:30","2017-11-14 00:35:30"
729,729,100,"2017-11-14 01:24:13","2017-11-14 01:24:13"
730,730,65,"2017-11-14 19:33:50","2017-11-14 19:33:50"
731,731,65,"2017-11-14 19:38:06","2017-11-14 19:38:06"
732,732,15,"2017-11-14 22:35:49","2017-11-14 22:35:49"
733,733,15,"2017-11-14 23:23:54","2017-11-14 23:23:54"
734,734,145,"2017-11-14 23:23:59","2017-11-14 23:23:59"
735,735,198,"2017-11-14 23:24:06","2017-11-14 23:24:06"
736,736,255,"2017-11-14 23:24:59","2017-11-14 23:24:59"
737,737,256,"2017-11-14 23:25:55","2017-11-14 23:25:55"
738,738,224,"2017-11-15 17:16:22","2017-11-15 17:16:22"
739,739,65,"2017-11-16 19:27:04","2017-11-16 19:27:04"
740,740,65,"2017-11-16 19:36:38","2017-11-16 19:36:38"
741,741,15,"2017-11-17 02:29:32","2017-11-17 02:29:32"
742,742,70,"2017-11-17 02:42:36","2017-11-17 02:42:36"
743,743,16,"2017-11-17 18:59:55","2017-11-17 18:59:55"
744,744,119,"2017-11-20 17:14:16","2017-11-20 17:14:16"
745,745,274,"2017-11-21 15:11:50","2017-11-21 15:11:50"
746,746,264,"2017-11-21 15:53:37","2017-11-21 15:53:37"
747,747,264,"2017-11-21 19:08:58","2017-11-21 19:08:58"
748,748,238,"2017-11-21 23:34:28","2017-11-21 23:34:28"
749,749,274,"2017-11-24 18:31:06","2017-11-24 18:31:06"
750,750,272,"2017-11-27 16:30:34","2017-11-27 16:30:34"
751,751,235,"2017-11-28 00:45:44","2017-11-28 00:45:44"
752,752,235,"2017-11-28 00:56:20","2017-11-28 00:56:20"
753,753,235,"2017-11-28 00:56:20","2017-11-28 00:56:20"
754,754,64,"2017-11-29 20:03:14","2017-11-29 20:03:14"
755,755,196,"2017-11-30 02:07:31","2017-11-30 02:07:31"
756,756,29,"2017-11-30 16:58:08","2017-11-30 16:58:08"
757,757,108,"2017-12-04 20:39:54","2017-12-04 20:39:54"
758,758,108,"2017-12-04 20:43:56","2017-12-04 20:43:56"
759,759,108,"2017-12-04 22:19:33","2017-12-04 22:19:33"
760,760,16,"2017-12-05 18:08:39","2017-12-05 18:08:39"
761,761,16,"2017-12-06 23:34:38","2017-12-06 23:34:38"
762,762,246,"2017-12-08 15:37:40","2017-12-08 15:37:40"
763,763,284,"2017-12-08 17:16:10","2017-12-08 17:16:10"
764,764,264,"2017-12-11 19:05:00","2017-12-11 19:05:00"
765,765,264,"2017-12-11 19:19:50","2017-12-11 19:19:50"
766,766,264,"2017-12-11 19:22:06","2017-12-11 19:22:06"
767,767,264,"2017-12-11 19:22:42","2017-12-11 19:22:42"
768,768,264,"2017-12-11 19:22:43","2017-12-11 19:22:43"
769,769,264,"2017-12-11 19:43:24","2017-12-11 19:43:24"
770,770,264,"2017-12-11 19:45:39","2017-12-11 19:45:39"
771,771,264,"2017-12-11 19:47:02","2017-12-11 19:47:02"
772,772,264,"2017-12-11 19:58:42","2017-12-11 19:58:42"
773,773,264,"2017-12-11 20:00:04","2017-12-11 20:00:04"
774,774,264,"2017-12-11 20:00:05","2017-12-11 20:00:05"
775,775,108,"2017-12-11 22:04:59","2017-12-11 22:04:59"
776,776,264,"2017-12-11 22:10:37","2017-12-11 22:10:37"
777,777,264,"2017-12-11 22:10:37","2017-12-11 22:10:37"
778,778,108,"2017-12-11 22:17:41","2017-12-11 22:17:41"
779,779,108,"2017-12-11 22:53:55","2017-12-11 22:53:55"
780,780,282,"2017-12-12 16:17:04","2017-12-12 16:17:04"
781,781,282,"2017-12-12 20:32:47","2017-12-12 20:32:47"
782,782,264,"2017-12-13 11:06:39","2017-12-13 11:06:39"
783,783,264,"2017-12-13 11:06:39","2017-12-13 11:06:39"
784,784,264,"2017-12-13 11:13:22","2017-12-13 11:13:22"
785,785,264,"2017-12-13 11:13:22","2017-12-13 11:13:22"
786,786,264,"2017-12-13 11:47:49","2017-12-13 11:47:49"
787,787,264,"2017-12-13 11:47:49","2017-12-13 11:47:49"
788,788,9,"2017-12-13 17:03:30","2017-12-13 17:03:30"
789,789,16,"2017-12-15 02:43:00","2017-12-15 02:43:00"
790,790,244,"2017-12-15 18:22:17","2017-12-15 18:22:17"
791,791,16,"2017-12-18 15:02:05","2017-12-18 15:02:05"
792,792,2,"2017-12-18 17:22:13","2017-12-18 17:22:13"
793,793,2,"2017-12-20 18:19:48","2017-12-20 18:19:48"
794,794,246,"2017-12-21 14:10:42","2017-12-21 14:10:42"
816,816,70,"2017-12-22 00:09:13","2017-12-22 00:09:13"
817,817,185,"2017-12-26 23:09:08","2017-12-26 23:09:08"
818,818,221,"2018-01-02 21:28:32","2018-01-02 21:28:32"
819,819,221,"2018-01-02 22:17:31","2018-01-02 22:17:31"
820,820,221,"2018-01-02 22:17:32","2018-01-02 22:17:32"
821,821,145,"2018-01-03 02:06:06","2018-01-03 02:06:06"
822,822,145,"2018-01-03 02:06:06","2018-01-03 02:06:06"
823,823,148,"2018-01-03 02:09:25","2018-01-03 02:09:25"
824,824,16,"2018-01-03 18:19:42","2018-01-03 18:19:42"
825,825,16,"2018-01-03 18:26:50","2018-01-03 18:26:50"
826,826,298,"2018-01-03 20:09:58","2018-01-03 20:09:58"
827,827,65,"2018-01-03 21:55:49","2018-01-03 21:55:49"
828,828,65,"2018-01-03 22:29:42","2018-01-03 22:29:42"
829,829,195,"2018-01-04 18:34:07","2018-01-04 18:34:07"
830,830,185,"2018-01-04 19:12:29","2018-01-04 19:12:29"
831,831,158,"2018-01-04 20:02:55","2018-01-04 20:02:55"
832,832,16,"2018-01-04 21:08:06","2018-01-04 21:08:06"
833,833,195,"2018-01-05 17:37:29","2018-01-05 17:37:29"
834,834,195,"2018-01-05 17:39:53","2018-01-05 17:39:53"
835,835,9,"2018-01-05 20:12:59","2018-01-05 20:12:59"
836,836,108,"2018-01-06 20:42:39","2018-01-06 20:42:39"
837,837,302,"2018-01-06 20:42:51","2018-01-06 20:42:51"
838,838,302,"2018-01-06 20:45:35","2018-01-06 20:45:35"
839,839,108,"2018-01-06 20:47:35","2018-01-06 20:47:35"
840,840,291,"2018-01-09 16:36:15","2018-01-09 16:36:15"
841,841,291,"2018-01-09 16:36:55","2018-01-09 16:36:55"
842,842,291,"2018-01-09 16:36:56","2018-01-09 16:36:56"
843,843,272,"2018-01-09 20:02:51","2018-01-09 20:02:51"
844,844,272,"2018-01-09 20:42:17","2018-01-09 20:42:17"
845,845,32,"2018-01-11 03:47:03","2018-01-11 03:47:03"
846,846,29,"2018-01-11 20:35:13","2018-01-11 20:35:13"
847,847,29,"2018-01-11 20:59:24","2018-01-11 20:59:24"
848,848,229,"2018-01-12 02:13:14","2018-01-12 02:13:14"
849,849,29,"2018-01-16 15:20:31","2018-01-16 15:20:31"
850,850,29,"2018-01-16 15:20:31","2018-01-16 15:20:31"
851,851,29,"2018-01-16 16:25:11","2018-01-16 16:25:11"
852,852,29,"2018-01-16 16:25:11","2018-01-16 16:25:11"
853,853,206,"2018-01-16 21:29:27","2018-01-16 21:29:27"
854,854,29,"2018-01-16 21:54:04","2018-01-16 21:54:04"
855,855,29,"2018-01-16 21:54:04","2018-01-16 21:54:04"
856,856,29,"2018-01-16 21:57:41","2018-01-16 21:57:41"
857,857,29,"2018-01-16 21:57:41","2018-01-16 21:57:41"
858,858,206,"2018-01-16 23:13:52","2018-01-16 23:13:52"
859,859,229,"2018-01-17 01:19:43","2018-01-17 01:19:43"
860,860,2,"2018-01-17 21:30:42","2018-01-17 21:30:42"
861,861,320,"2018-01-18 16:04:36","2018-01-18 16:04:36"
862,862,320,"2018-01-18 17:52:24","2018-01-18 17:52:24"
863,863,9,"2018-01-18 20:24:52","2018-01-18 20:24:52"
864,864,1,"2018-01-18 20:31:50","2018-01-18 20:31:50"
865,865,243,"2018-01-18 20:40:55","2018-01-18 20:40:55"
866,866,243,"2018-01-18 20:44:57","2018-01-18 20:44:57"
867,867,145,"2018-01-18 21:59:21","2018-01-18 21:59:21"
868,868,145,"2018-01-19 05:29:22","2018-01-19 05:29:22"
869,869,145,"2018-01-19 05:29:22","2018-01-19 05:29:22"
870,870,243,"2018-01-19 14:22:01","2018-01-19 14:22:01"
871,871,243,"2018-01-19 14:37:02","2018-01-19 14:37:02"
872,872,243,"2018-01-19 14:40:12","2018-01-19 14:40:12"
873,873,195,"2018-01-19 19:47:44","2018-01-19 19:47:44"
874,874,195,"2018-01-19 22:44:32","2018-01-19 22:44:32"
875,875,4,"2018-01-19 22:48:52","2018-01-19 22:48:52"
876,876,195,"2018-01-19 22:50:12","2018-01-19 22:50:12"
877,877,148,"2018-01-20 03:04:08","2018-01-20 03:04:08"
878,878,329,"2018-01-22 15:14:04","2018-01-22 15:14:04"
879,879,358,"2018-01-22 17:02:01","2018-01-22 17:02:01"
880,880,29,"2018-01-22 17:32:19","2018-01-22 17:32:19"
881,881,375,"2018-01-22 18:30:33","2018-01-22 18:30:33"
882,882,375,"2018-01-22 18:31:30","2018-01-22 18:31:30"
883,883,343,"2018-01-22 18:59:16","2018-01-22 18:59:16"
884,884,209,"2018-01-22 19:11:34","2018-01-22 19:11:34"
885,885,327,"2018-01-22 22:04:07","2018-01-22 22:04:07"
886,886,243,"2018-01-23 14:13:34","2018-01-23 14:13:34"
887,887,243,"2018-01-23 14:17:52","2018-01-23 14:17:52"
888,888,272,"2018-01-23 14:18:53","2018-01-23 14:18:53"
889,889,272,"2018-01-23 14:34:50","2018-01-23 14:34:50"
890,890,274,"2018-01-24 15:34:28","2018-01-24 15:34:28"
891,891,327,"2018-01-24 18:16:51","2018-01-24 18:16:51"
892,892,30,"2018-01-24 18:17:11","2018-01-24 18:17:11"
893,893,274,"2018-01-25 14:09:16","2018-01-25 14:09:16"
894,894,274,"2018-01-25 14:37:59","2018-01-25 14:37:59"
895,895,244,"2018-01-25 16:43:51","2018-01-25 16:43:51"
896,896,365,"2018-01-25 19:27:20","2018-01-25 19:27:20"
897,897,365,"2018-01-25 19:56:14","2018-01-25 19:56:14"
898,898,9,"2018-01-25 20:13:37","2018-01-25 20:13:37"
899,899,365,"2018-01-26 00:18:57","2018-01-26 00:18:57"
900,900,365,"2018-01-26 00:59:15","2018-01-26 00:59:15"
901,901,365,"2018-01-26 00:59:15","2018-01-26 00:59:15"
902,902,320,"2018-01-26 15:09:43","2018-01-26 15:09:43"
903,903,229,"2018-01-26 21:02:32","2018-01-26 21:02:32"
904,904,2,"2018-01-29 22:12:59","2018-01-29 22:12:59"
905,905,243,"2018-01-30 17:47:40","2018-01-30 17:47:40"
906,906,400,"2018-01-30 17:55:14","2018-01-30 17:55:14"
907,907,264,"2018-01-30 18:21:23","2018-01-30 18:21:23"
908,908,264,"2018-01-30 18:38:43","2018-01-30 18:38:43"
909,909,243,"2018-01-30 21:23:05","2018-01-30 21:23:05"
910,910,243,"2018-01-30 21:34:42","2018-01-30 21:34:42"
911,911,243,"2018-01-30 22:16:29","2018-01-30 22:16:29"
912,912,243,"2018-01-30 22:17:17","2018-01-30 22:17:17"
913,913,243,"2018-01-30 22:18:06","2018-01-30 22:18:06"
914,914,243,"2018-01-30 22:18:58","2018-01-30 22:18:58"
915,915,243,"2018-01-30 22:21:17","2018-01-30 22:21:17"
916,916,243,"2018-01-30 22:24:28","2018-01-30 22:24:28"
917,917,241,"2018-01-31 13:51:51","2018-01-31 13:51:51"
918,918,120,"2018-01-31 16:48:44","2018-01-31 16:48:44"
919,919,120,"2018-01-31 16:56:32","2018-01-31 16:56:32"
920,920,120,"2018-01-31 17:21:11","2018-01-31 17:21:11"
921,921,343,"2018-01-31 17:22:47","2018-01-31 17:22:47"
922,922,120,"2018-01-31 17:25:28","2018-01-31 17:25:28"
923,923,120,"2018-01-31 17:25:28","2018-01-31 17:25:28"
924,924,120,"2018-01-31 17:28:37","2018-01-31 17:28:37"
925,925,120,"2018-01-31 17:54:12","2018-01-31 17:54:12"
926,926,120,"2018-01-31 17:54:12","2018-01-31 17:54:12"
927,927,120,"2018-01-31 17:59:11","2018-01-31 17:59:11"
928,928,120,"2018-01-31 17:59:11","2018-01-31 17:59:11"
